REGISTRY,ETHNIC_GROUP,YEAR,SEX,N_AGR,TOTAL,P0_4,P5_9,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_79,P80_84,P85,P_unk
3602,99,1983,1,18,2668049,206719,210283,234512,218949,235345,220431,215996,203089,160403,140178,138465,136943,116434,91948,68299,40333,19816,9906,0
3602,99,1983,2,18,2684910,195970,201548,224802,208100,226987,216114,211278,194619,152424,132720,132501,136561,125987,107112,88948,61216,38935,29088,0
3602,99,1984,1,18,2692083,208612,205866,234914,217884,235558,222960,215902,208920,166961,143605,135751,137860,121592,91386,71131,42152,20826,10203,0
3602,99,1984,2,18,2710646,197872,197349,224680,207402,226505,219231,212742,200378,158657,136625,129761,135990,130373,106693,92085,63937,40441,29925,0
3602,99,1985,1,18,2723253,210812,204166,233774,219899,234483,228369,215056,215866,173238,148465,133594,138168,124655,92721,73381,44235,21521,10850,0
3602,99,1985,2,18,2741259,200609,195189,223119,209185,224979,223438,213942,207420,165181,140638,127695,135321,132950,107631,94255,66578,41278,31851,0
3602,99,1986,1,18,2756990,211978,205612,227319,225854,230126,232913,217404,220857,181363,152164,133614,137862,126988,96881,75136,46617,22728,11574,0
3602,99,1986,2,18,2774538,202032,196028,216825,215706,220572,228009,216414,213278,171925,143907,127858,134028,134181,112026,95771,69568,42512,33898,0
3602,99,1987,1,18,2795919,213461,208553,219918,234170,225792,237712,222547,218220,196392,155688,136463,136117,127938,101212,76749,48594,24180,12213,0
3602,99,1987,2,18,2816325,203809,198994,209856,223505,217457,233151,221193,212937,186010,147433,130326,132291,134258,115923,97462,72420,44509,34791,0
3602,99,1988,1,18,2842852,216054,212794,215719,240382,227088,243487,227743,219461,205867,160173,139040,133918,129764,105739,77051,50525,25355,12692,0
3602,99,1988,2,18,2864457,206094,201885,206361,229550,218916,238727,226198,216118,196195,151501,133444,130879,134324,120192,97642,74748,46248,35435,0
3602,99,1989,1,18,2876807,217875,215396,212610,241692,225632,246098,232298,221249,211810,167191,142310,131527,130835,110232,77189,52927,26501,13435,0
3602,99,1989,2,18,2899476,207639,204353,203410,230169,218267,240867,230661,218875,203157,158185,136830,128919,133827,124799,97383,77671,47921,36543,0
3602,99,1990,1,18,2905892,219099,217330,211119,240053,227442,244627,237807,222592,217207,173683,146730,129449,131153,112505,78738,54763,27667,13928,0
3602,99,1990,2,18,2928129,208635,206559,201335,227744,220162,239519,235204,221565,209285,165279,140116,127480,133460,126573,98919,79476,49719,37099,0
3602,99,1991,1,18,2936262,220957,217989,212918,233126,233399,240250,243724,224661,220929,181031,150530,128917,130452,114568,82445,56481,29022,14863,0
3602,99,1991,2,18,2962469,210502,207574,201858,220938,226915,235975,241403,223547,214834,172826,143926,126892,133025,127196,102864,81233,52117,38844,0
3602,99,1992,1,18,2964481,222885,218784,214334,226068,239905,235432,248025,227938,220418,192090,153975,130739,128296,115760,85876,57787,30334,15835,0
3602,99,1992,2,18,2994226,212156,208823,203468,214241,232704,232577,246282,227215,215545,184243,146812,128802,130766,127104,106122,82721,54142,40503,0
3602,99,1993,1,18,2985865,225342,218935,216621,219221,241570,230262,249513,231979,219147,202598,156044,133781,126358,117191,89715,58423,32404,16761,0
3602,99,1993,2,18,3019015,213585,208951,205477,209095,234222,228153,247712,231505,216629,194587,149381,131697,128273,127730,109493,83103,56677,42745,0
3602,99,1994,1,18,3012102,226058,219563,218677,215822,241993,227566,251477,234888,220950,208459,162483,136661,124791,117871,93975,58701,34368,17799,0
3602,99,1994,2,18,3048088,214150,209671,207649,206018,234545,226780,249130,234844,219764,200931,155714,134521,126309,127007,114155,82513,59700,44687,0
3602,99,1995,1,18,3044428,225751,221645,220718,214495,240704,229743,249822,240459,223213,213919,169423,140750,123719,118360,96225,60582,35860,19040,0
3602,99,1995,2,18,3082553,214507,211396,210148,204495,233856,229314,247646,239977,223140,206945,163055,137121,125694,126520,115978,84286,61400,47075,0
3602,99,1996,1,18,3081044,225288,224299,222372,216359,234578,235915,246593,246509,226751,219654,176284,144457,123508,119029,98092,64061,37068,20227,0
3602,99,1996,2,18,3123684,214002,213920,212007,206369,228714,236664,245083,246612,227153,213602,169624,140822,125398,126433,117234,87561,62680,49806,0
3602,99,1997,1,18,3114709,224811,226372,222759,219532,229053,241615,241851,250760,231888,217725,189262,147928,125622,118640,99349,67793,38076,21673,0
3602,99,1997,2,18,3158075,213680,215131,212997,208826,223353,243107,241448,250462,231932,213559,181924,144347,127003,125189,117356,91576,63780,52405,0
3602,99,1998,1,18,3145483,224476,229544,224185,218840,221587,243762,237354,254583,234811,219088,200778,153051,129502,118233,101810,71601,39155,23123,0
3602,99,1998,2,18,3193588,213280,218311,213818,207966,215732,246280,238631,254863,236035,218002,193330,148717,130148,123871,118274,96018,65260,55052,0
3602,99,1999,1,18,3181260,223617,231768,225892,221259,218499,245324,235993,256553,238543,221957,207153,160084,133317,117154,103974,75378,40086,24709,0
3602,99,1999,2,18,3230110,212896,219794,215692,210302,212148,247927,238251,256665,240204,221730,200666,154990,133768,122098,118688,100171,65814,58306,0
3602,99,2000,1,18,3219101,223364,232664,228406,224682,217974,245010,237793,255893,243324,223798,213087,166859,138196,116082,105370,77877,42292,26430,0
3602,99,2000,2,18,3267112,212248,220812,217827,214103,211077,247422,240000,255711,244599,224723,207920,161449,137200,121266,118405,102665,68156,61529,0
3602,99,2001,1,18,3264203,224974,233030,231342,228969,219919,239314,244720,254341,249137,226179,218706,174186,141836,116978,106751,80205,45588,28028,0
3602,99,2001,2,18,3311014,213086,220990,220821,218197,212719,241462,248361,253112,250299,227525,215107,168272,140535,121568,118705,103805,72230,64220,0
3602,99,2002,1,18,3295915,221727,231322,233753,230122,224176,234441,251130,249808,254504,229889,217426,185862,145040,119507,106896,81888,48639,29785,0
3602,99,2002,2,18,3338195,209998,219545,222365,219024,215476,235186,254762,248713,255317,230346,215417,180476,143193,123633,117855,104309,75377,67203,0
3602,99,2003,1,18,3309435,220874,228739,235484,230545,228486,230763,253999,243564,256122,232891,215782,194557,146888,121018,104822,83495,51010,30396,0
3602,99,2003,2,18,3363142,209312,218023,223122,220861,221090,231582,258847,244762,257648,234907,215632,190121,145463,125597,115365,104750,77774,68286,0
3602,99,2004,1,18,3325371,219753,226955,235866,230951,232203,228934,253857,239901,256441,236090,216347,199245,151745,123490,103368,85146,53606,31473,0
3602,99,2004,2,18,3381818,207742,216708,223308,221438,224657,228981,258344,242502,258313,238861,217410,195996,150768,128348,113344,104935,80573,69590,0
3602,99,2005,1,18,3347837,220338,226062,235094,232510,236205,229202,252117,240172,254127,238969,217528,203729,157291,126567,102519,86173,55605,33629,0
3602,99,2005,2,18,3408620,208041,215756,223355,221826,228927,229107,256945,243234,256569,242856,219943,201823,157110,130954,112431,104559,82793,72391,0
3602,99,2006,1,18,3375500,223986,225931,233516,234487,239288,233794,246572,244439,250046,242050,219921,206542,163531,128607,103177,86586,57304,35723,0
3602,99,2006,2,18,3440587,212195,215442,222129,223186,232860,232922,250727,249097,252546,247193,223091,206363,163621,133240,112420,104303,83696,75556,0
3602,99,2007,1,18,3420484,225403,225057,232646,241174,244645,241399,242424,250383,245381,245817,223667,204965,174945,131948,105676,87006,59320,38628,0
3602,99,2007,2,18,3484458,213255,214852,221781,226866,236864,239470,246747,255859,248668,251690,227246,206354,175439,136575,114774,103806,84571,79641,0
3603,99,1983,1,18,1248666,102211,105046,118242,107334,112706,103604,99653,93554,72898,60937,58454,57592,51024,41146,30587,18763,9634,5281,0
3603,99,1983,2,18,1233616,95930,99900,113314,103718,107978,99339,96497,88982,68407,57009,55912,56282,53429,46085,36999,25308,16342,12185,0
3603,99,1984,1,18,1269559,103661,103257,119099,108465,112854,105898,100192,97284,76729,63779,57968,58270,53336,41239,32230,19630,10156,5512,0
3603,99,1984,2,18,1254300,97372,98020,113770,104483,108390,101519,97577,92998,72160,59602,55344,56901,54783,46172,38845,26549,17034,12781,0
3603,99,1985,1,18,1293238,105076,102618,118889,111061,112742,108823,101161,100411,81429,67051,57927,58666,54860,42090,33341,20747,10501,5845,0
3603,99,1985,2,18,1277980,98835,97070,113234,106736,108559,104312,98832,96914,76709,62143,55401,57198,56120,46774,40134,27810,17488,13711,0
3603,99,1986,1,18,1320568,105837,103386,116537,116331,112688,111183,102407,103750,86042,70114,59022,59399,56094,44435,34302,21848,11090,6103,0
3603,99,1986,2,18,1304027,99588,97507,110462,111380,108203,107263,100604,100758,81414,64842,55857,57405,56883,48882,41260,29131,17945,14643,0
3603,99,1987,1,18,1344029,106149,105619,113591,119808,111477,113320,104370,103641,93125,73418,60962,59344,56471,46769,35099,22779,11725,6362,0
3603,99,1987,2,18,1331078,100301,99132,107973,115448,107278,110454,102982,101321,88806,67993,57714,57458,56937,50627,42317,30440,18804,15093,0
3603,99,1988,1,18,1374106,105946,109266,112313,122772,111593,115521,107333,105126,99981,76930,63423,59329,57444,48759,35655,23671,12407,6637,0
3603,99,1988,2,18,1365801,100591,102238,106883,118960,107898,113891,106345,103940,95290,71878,59741,57364,57962,52612,42968,31929,19758,15553,0
3603,99,1989,1,18,1418103,108031,112891,112905,126313,114042,118687,111946,107881,105601,82142,67013,59562,58766,51265,36153,24922,13036,6947,0
3603,99,1989,2,18,1409534,102458,105727,107229,121814,110560,117399,110803,107168,101261,76855,63091,57651,59000,54498,43330,33775,20718,16197,0
3603,99,1990,1,18,1453511,110534,115730,113782,127264,117235,118936,115848,110134,109944,87263,70766,59903,59838,52496,37336,25706,13689,7107,0
3603,99,1990,2,18,1445772,104621,108609,107545,122348,114050,118341,115043,109845,105825,82146,66219,58251,59547,55708,44239,34960,21760,16715,0
3603,99,1991,1,18,1483751,113001,117264,115496,125819,121346,117391,118839,112218,113406,92242,74283,60965,60291,53579,39317,26528,14229,7537,0
3603,99,1991,2,18,1477200,106899,110258,108632,120373,118530,116907,119422,111951,109978,87404,69441,58494,60178,56187,46367,35947,22838,17394,0
3603,99,1992,1,18,1518080,115233,118247,117558,123569,126933,117637,122408,115229,114487,99549,77761,63126,60279,54347,41308,27294,14967,8148,0
3603,99,1992,2,18,1511870,109714,111418,110335,118186,123868,116803,123162,115301,111425,94534,72474,60555,60057,56707,47974,37028,23947,18382,0
3603,99,1993,1,18,1558301,118495,118800,121197,122288,132035,119264,125621,118684,116344,107159,81023,65846,60312,55437,43175,28046,15758,8817,0
3603,99,1993,2,18,1551487,112610,112120,113540,117083,128795,117730,126593,119228,113871,101682,75855,62795,59629,57922,49627,37776,25252,19379,0
3603,99,1994,1,18,1597029,121250,119965,124012,121874,135454,121610,128350,122196,118588,112235,85882,69012,60422,56391,45405,28407,16651,9325,0
3603,99,1994,2,18,1590084,115278,113401,116303,116748,131516,119826,129267,122673,116736,107068,80401,65734,59489,58562,51745,37892,27018,20427,0
3603,99,1995,1,18,1636329,123475,122283,126565,122319,136730,125691,129433,126382,121083,116473,91413,72604,60944,57261,46463,29763,17453,9994,0
3603,99,1995,2,18,1628780,116991,115598,119186,117066,132652,123531,130610,126752,119536,111628,85986,68468,60151,58897,53199,38943,27978,21608,0
3603,99,1996,1,18,1673040,124869,124497,128554,124279,134553,131064,129077,130731,123415,121315,96250,76199,61933,58043,47725,31714,18161,10661,0
3603,99,1996,2,18,1665650,118321,118289,121161,118529,130572,128986,130170,131332,122373,116625,90977,71747,60171,59638,53966,41102,28862,22829,0
3603,99,1997,1,18,1698602,125416,126717,128696,125157,130621,134473,127940,133541,125224,121437,104320,79918,64084,58560,48772,33573,18939,11214,0
3603,99,1997,2,18,1696069,118497,120841,121672,119244,127697,133498,129367,134943,125222,117754,98861,75148,62148,59725,54354,43150,29777,24171,0
3603,99,1998,1,18,1722870,125254,129504,128592,127032,126926,136315,127001,135583,126912,122617,111429,83338,66847,58667,49923,35248,19602,12080,0
3603,99,1998,2,18,1724855,118797,123250,121548,121501,124482,136180,128718,137791,128014,120189,105910,78623,64200,59400,55212,44985,30443,25612,0
3603,99,1999,1,18,1747726,125359,131934,129700,129396,123992,136367,126987,136393,129473,123596,116297,88096,70138,58818,51275,37059,20068,12778,0
3603,99,1999,2,18,1753695,118871,125119,122701,123744,122506,136149,129445,139681,131091,122752,111303,83131,67264,59056,55999,46664,30935,27284,0
3603,99,2000,1,18,1775520,125625,134050,131858,131448,123081,134895,128606,135929,132558,124849,120125,93383,74253,59275,52267,38422,21260,13636,0
3603,99,2000,2,18,1786017,119160,126800,124667,126223,121765,135753,131615,140417,134766,124670,116441,88394,70601,59494,56363,48012,32106,28770,0
3603,99,2001,1,18,1806440,127177,135406,134317,134006,124352,130285,132413,134581,135643,126222,124025,98587,77898,60865,53349,39911,23019,14384,0
3603,99,2001,2,18,1822506,120456,127970,127233,128582,123091,132503,136310,139855,138896,127283,121798,93692,74133,60179,57118,48959,34293,30155,0
3603,99,2002,1,18,1851641,128352,136624,137468,135668,129435,129349,137677,135282,140379,128876,124954,106974,81804,63607,54266,41174,24649,15103,0
3603,99,2002,2,18,1863157,121413,129005,131061,130492,125682,129685,140854,139736,143731,130580,123086,102526,77917,62736,57468,49615,36118,31452,0
3603,99,2003,1,18,1897965,129779,137425,141579,136675,134835,129293,142299,136277,144005,132542,126598,115078,85374,66803,54903,42534,26096,15870,0
3603,99,2003,2,18,1911249,122722,130429,134523,131849,130949,129481,145486,140124,148058,135028,125872,110637,82060,65330,57485,50685,37815,32716,0
3603,99,2004,1,18,1944603,131371,138095,145068,138580,140634,130306,145330,138499,147016,136903,128602,120454,90293,70105,55444,43920,27477,16506,0
3603,99,2004,2,18,1956307,124753,131579,137429,133629,135568,129902,147806,141931,151099,139390,128511,116639,86953,68832,57509,51669,39204,33904,0
3603,99,2005,1,18,1992313,134453,139379,147551,141621,145388,133137,146655,142460,148655,140774,130964,124522,95686,73664,55992,44854,28664,17894,0
3603,99,2005,2,18,2002545,127414,132560,139985,135785,140785,131788,148608,145288,152973,143620,131145,121605,92588,71966,58071,52093,40536,35735,0
3603,99,2006,1,18,2041291,137897,141390,148935,145064,149460,138222,146025,148759,148974,144839,133857,128196,100878,76424,57359,45845,29893,19274,0
3603,99,2006,2,18,2049617,130528,134648,141284,138458,145618,135852,147144,151166,153102,148163,134192,125895,97966,74903,58846,52730,41264,37858,0
3603,99,2007,1,18,2095196,142297,143418,150056,150162,153792,145268,146052,154986,149591,149254,136123,128033,108730,79956,59208,46555,30904,20811,0
3603,99,2007,2,18,2100785,134149,136263,142360,143000,149343,141873,146722,157513,152971,153036,137448,126545,105804,78373,60766,52911,41744,39964,0
3604,99,1978,1,18,644711,49798,58351,58644,61368,55988,53258,48878,38383,34341,35644,37818,33184,27117,21747,14662,8693,4206,2631,0
3604,99,1978,2,18,651494,47165,55674,55242,60019,54746,52723,48459,37300,33735,33786,36322,33907,29054,25441,18757,13478,9030,6656,0
3604,99,1979,1,18,646249,48425,57073,57981,61066,56569,53539,50462,39144,34636,34533,37637,34331,26634,22937,15241,9091,4283,2667,0
3604,99,1979,2,18,654860,46065,54031,54811,59557,55550,53014,50150,38457,34223,33140,36116,35026,28854,26447,19590,13829,9086,6914,0
3604,99,1980,1,18,650221,47898,55710,57815,60475,57537,53965,51965,40627,35140,33332,37419,34950,26988,23810,15900,9406,4518,2766,0
3604,99,1980,2,18,658176,45237,52657,54931,58579,56430,52982,51127,40017,34939,32589,35363,35624,29291,27207,20374,14143,9406,7280,0
3604,99,1981,1,18,653940,47540,53663,58470,59321,58330,54193,53593,42118,35573,32852,36615,35200,28034,24376,16589,9909,4806,2758,0
3604,99,1981,2,18,664829,45461,50649,55723,57677,57215,53343,53022,41905,35500,31877,35243,35546,30863,27501,21459,14576,9754,7515,0
3604,99,1982,1,18,660066,47704,51859,59227,58543,58735,54662,53004,45978,36696,33094,35545,35583,29212,24467,17460,10347,5145,2805,0
3604,99,1982,2,18,671042,45791,48900,56281,56326,57932,53994,52419,45752,36309,32360,34171,35661,32015,27668,22466,15174,9949,7874,0
3604,99,1983,1,18,667942,48670,50559,59096,58101,59465,55543,53495,48816,38006,33428,34499,35989,30551,24397,18241,10844,5354,2888,0
3604,99,1983,2,18,677833,46231,47773,56151,55541,58589,54405,53221,48368,37253,32920,33367,35531,33089,27862,23237,16067,10161,8067,0
3604,99,1984,1,18,675233,49632,49596,58213,57874,59999,56450,53863,50873,39393,34184,33759,36017,31991,24030,19222,11400,5697,3040,0
3604,99,1984,2,18,684815,47345,46861,55051,55367,58492,55375,53705,50230,38558,33832,32658,35397,34276,27577,24343,16781,10617,8350,0
3604,99,1985,1,18,681229,50269,48884,56872,57939,59719,57570,53790,52861,41084,35080,32773,36046,32828,24386,19950,11989,5953,3236,0
3604,99,1985,2,18,689968,48058,46246,53489,55334,57657,56517,53748,51927,40075,34828,31939,34880,34870,27965,25088,17587,10874,8886,0
3604,99,1986,1,18,687764,50640,48586,54683,58960,59275,59031,54195,54410,42930,35858,32594,35368,33184,25454,20375,12555,6201,3465,0
3604,99,1986,2,18,694786,48193,46155,51391,55974,56738,57333,54138,53607,41964,35210,31545,34227,34977,29129,25371,18334,11218,9282,0
3604,99,1987,1,18,692398,50722,48955,52806,59384,57956,59450,55033,53330,46765,36755,32937,34248,33509,26701,20593,13138,6580,3536,0
3604,99,1987,2,18,700366,48481,46617,49455,56471,55376,57878,54708,53119,45631,35870,32225,33294,34999,30378,25506,19017,11754,9587,0
3604,99,1988,1,18,697670,50672,49750,51395,59072,57164,59792,55882,53681,49234,37895,33224,33327,33917,27845,20555,13730,6926,3609,0
3604,99,1988,2,18,707239,48417,47229,48286,56351,54824,58444,55435,53815,48302,36861,32680,32629,34831,31528,25645,19791,12422,9749,0
3604,99,1989,1,18,704437,50685,50799,50724,58398,56778,60045,56878,54115,51265,39188,33892,32682,33882,29212,20339,14435,7354,3766,0
3604,99,1989,2,18,714592,48065,48523,47627,55514,54691,58596,56425,54516,50430,38106,33563,32047,34697,32650,25399,20787,12939,10017,0
3604,99,1990,1,18,710687,50803,51747,50184,57262,57264,59350,57970,54377,53157,40943,34696,31820,33925,29734,20862,15005,7695,3893,0
3604,99,1990,2,18,721369,47986,49475,47218,54316,54982,58165,57802,54872,52216,40006,34339,31609,34273,33159,25783,21405,13508,10255,0
3604,99,1991,1,18,717622,51172,52389,50202,55557,58456,58021,59049,55054,54531,42813,35552,31613,33434,30193,21923,15446,8078,4139,0
3604,99,1991,2,18,728677,48043,49880,47530,52637,56042,56932,59034,55199,53936,42167,35105,31330,33898,33419,27034,21821,14056,10614,0
3604,99,1992,1,18,722342,51269,52485,50400,53689,59240,57030,59674,55816,53860,46045,36259,32014,32564,30577,22894,15663,8412,4451,0
3604,99,1992,2,18,734170,48131,49976,47932,50935,56694,55664,59580,56029,53745,45393,35756,31894,32962,33483,28139,22021,14627,11209,0
3604,99,1993,1,18,723849,51158,52190,50865,52088,58540,55926,59471,56226,53802,48431,37134,32297,31738,30790,23844,15757,8909,4683,0
3604,99,1993,2,18,736825,48210,49635,48345,49399,56182,54388,59632,56325,53923,48085,36407,32515,32088,33255,29162,22072,15340,11862,0
3604,99,1994,1,18,725999,50807,51772,51491,51254,57360,55260,59228,56662,53822,50283,38301,32762,31204,30801,24942,15625,9449,4976,0
3604,99,1994,2,18,740139,48118,49067,49211,48501,54994,53693,59111,56814,54382,49970,37640,33218,31659,33015,30327,21801,16212,12406,0
3604,99,1995,1,18,727064,50458,51574,51931,50371,55761,54872,57999,57340,53740,51673,39974,33319,30476,30862,25465,16119,9935,5195,0
3604,99,1995,2,18,742365,47824,48776,49699,47728,53417,53185,57944,57732,54625,51268,39565,33804,31316,32583,30845,22304,16673,13077,0
3604,99,1996,1,18,729149,50119,51297,52318,50077,53965,55009,56270,58144,54108,52943,41483,34047,30166,30496,25823,17071,10177,5636,0
3604,99,1996,2,18,745104,47539,48315,49927,47910,51370,53347,56376,58317,54851,52968,41390,34394,30966,32210,31030,23430,16996,13768,0
3604,99,1997,1,18,732534,49717,51387,52212,49885,52275,55646,55350,58402,54578,52161,44903,34900,30595,29811,26365,17918,10448,5981,0
3604,99,1997,2,18,748823,47220,48267,49820,47575,49865,53875,54943,58825,55367,52758,44767,35169,31404,31501,31057,24608,17230,14572,0
3604,99,1998,1,17,736326,49041,51458,52094,50252,50783,55292,54771,58639,55110,52520,47252,36158,30974,29278,26813,18852,17039,0,0
3604,99,1998,2,17,753226,46628,48499,49639,47855,48536,53876,54116,59084,55634,53449,47535,36091,31932,30899,30927,25786,32740,0,0
3604,99,1999,1,17,740138,48439,51303,51970,51079,49702,54378,54187,58601,55828,52803,49257,37468,31681,28807,27167,19872,17596,0,0
3604,99,1999,2,17,757681,46320,48658,49281,48892,47281,52790,53571,58791,56405,53974,49678,37332,32754,30459,30979,26840,33676,0,0
3604,99,2000,1,17,743753,47602,51169,51827,51943,48938,52999,54169,57982,56690,52846,51026,39187,32679,28182,27361,20476,18677,0,0
3604,99,2000,2,17,761285,45470,48675,49127,49724,46456,51486,53291,57901,57577,54103,51550,39070,33626,30036,30669,27472,35052,0,0
3604,99,2001,1,17,747262,46755,50983,51776,52721,48965,50760,54788,56870,57621,53268,52229,40931,33364,28298,27112,20948,19873,0,0
3604,99,2001,2,17,764466,44962,48495,48716,50536,46344,49170,53575,56832,58196,54391,53246,41110,34124,29788,30325,27745,36911,0,0
3604,99,2002,1,17,751311,46331,50396,51804,52942,49679,49520,55135,55943,58277,53667,51603,44103,34081,28816,26557,21584,20873,0,0
3604,99,2002,2,17,767385,44412,47919,48895,50462,47029,47466,53979,55450,58882,54719,52781,44420,34713,30288,29724,27842,38404,0,0
3604,99,2003,1,17,756552,46142,49898,52276,53401,50832,48751,54792,55213,58666,54652,51695,46307,34969,29221,26014,22042,21681,0,0
3604,99,2003,2,17,774726,44241,47588,49311,51203,48425,46812,53944,54764,59302,55627,53037,47266,35588,30950,29091,27853,39724,0,0
3604,99,2004,1,17,760968,45823,49563,52090,53507,52341,48498,53841,54784,58561,55589,51780,47948,36007,29832,25747,22362,22695,0,0
3604,99,2004,2,17,779466,43701,47372,49493,50972,49907,46348,53175,54219,59120,56492,53450,49121,36829,31799,28592,27952,40924,0,0
3604,99,2005,1,17,766684,45471,49108,52185,53675,53934,48740,52806,54973,58017,56304,52198,49420,37421,30440,25428,22655,23909,0,0
3604,99,2005,2,17,785830,43720,46956,49523,51046,51505,46586,52021,54415,58519,57652,53665,50589,38631,32641,28336,27652,42373,0,0
3604,99,2006,1,17,774053,45982,48671,52181,53901,55318,49356,51541,55916,57398,57254,52952,50349,39175,30884,25536,22540,25099,0,0
3604,99,2006,2,17,793835,43896,46886,49671,50884,53121,47428,50809,55259,57864,58496,54354,51949,40716,33213,28201,27393,43695,0,0
3604,99,2007,1,17,782745,46653,48559,51947,54755,56201,50473,50724,56548,56910,57783,53648,49823,42283,31742,26008,22285,26403,0,0
3604,99,2007,2,17,803049,44737,46732,49420,51583,53891,48695,50087,56322,57128,59011,55085,51711,44018,33957,28752,26848,45072,0,0
3605,99,1978,1,18,208859,17729,20452,19629,20525,17571,16752,15717,12477,10982,10872,11021,9915,8626,6999,4816,2726,1257,793,0
3605,99,1978,2,18,208783,16879,19980,18907,19921,17224,16215,14911,11812,10536,10278,10709,10330,9098,7677,5757,4096,2622,1831,0
3605,99,1979,1,18,210314,17519,20081,19642,20451,18148,16932,15946,13034,11119,10672,10946,10152,8424,7259,5045,2868,1298,778,0
3605,99,1979,2,18,210442,16778,19546,18925,19891,17689,16346,15351,12295,10620,10238,10476,10562,9030,7966,5899,4320,2618,1892,0
3605,99,1980,1,18,211000,17268,19511,19628,20216,18540,17029,16366,13265,11351,10432,10952,10257,8421,7390,5122,3015,1444,793,0
3605,99,1980,2,18,212590,16415,18958,18977,19765,18325,16743,16003,12787,10901,10079,10378,10604,9205,8192,6152,4369,2744,1993,0
3605,99,1981,1,18,212565,17295,18901,20174,19627,18698,17419,16964,13529,11761,10192,10941,10343,8537,7530,5217,3133,1518,786,0
3605,99,1981,2,18,214659,16704,18187,19323,19420,18635,17043,16452,13213,11231,9891,10327,10495,9407,8360,6496,4457,2880,2138,0
3605,99,1982,1,18,213679,17467,18200,20344,19043,18928,17382,16777,14606,12047,10241,10772,10495,8619,7690,5356,3281,1601,830,0
3605,99,1982,2,18,216166,16875,17434,19697,18689,18902,17282,16232,14176,11582,9966,10262,10348,9592,8516,6785,4583,2975,2270,0
3605,99,1983,1,18,215090,17590,17779,20365,18678,18872,17578,16810,15419,12254,10530,10540,10436,9044,7640,5570,3461,1661,863,0
3605,99,1983,2,18,217715,16906,16908,19742,18352,18971,17395,16444,14944,11769,10235,10078,10277,9860,8542,7057,4771,3092,2372,0
3605,99,1984,1,18,217409,17831,17472,20053,18772,19051,17992,16913,15851,12756,10800,10380,10481,9425,7427,5925,3612,1757,911,0
3605,99,1984,2,18,220351,17159,16842,19314,18390,19027,17841,16662,15537,12240,10471,10048,10192,10138,8485,7334,4995,3233,2443,0
3605,99,1985,1,18,219791,18063,17417,19592,18976,18968,18457,17043,16480,13132,11201,10161,10583,9623,7458,6065,3726,1856,990,0
3605,99,1985,2,18,223037,17586,16660,19084,18461,18790,18369,16895,16163,12678,10841,9865,10192,10247,8575,7558,5292,3245,2536,0
3605,99,1986,1,18,221659,18167,17519,19074,19471,18116,18652,17379,17006,13599,11634,10030,10533,9834,7604,6204,3901,1940,996,0
3605,99,1986,2,18,224814,17547,16812,18366,18952,18088,18546,17225,16726,13131,11209,9848,10131,10346,8780,7666,5539,3303,2599,0
3605,99,1987,1,18,222879,18118,17788,18441,19746,17336,18780,17382,16806,14780,11915,10194,10339,9977,7766,6372,3995,2076,1068,0
3605,99,1987,2,18,226347,17446,17101,17566,19228,17411,18765,17574,16569,14186,11474,10034,10086,10216,9070,7780,5762,3410,2669,0
3605,99,1988,1,18,223754,17869,18081,18037,19746,16809,18444,17618,16933,15563,12164,10465,10175,9935,8163,6311,4190,2180,1071,0
3605,99,1988,2,18,227394,17306,17292,17066,19182,16930,18684,17773,16698,15012,11697,10282,9923,10146,9397,7807,6006,3530,2663,0
3605,99,1989,1,18,225708,17967,18229,17857,19510,16739,18297,17978,17125,16033,12648,10736,10048,9978,8518,6192,4420,2310,1123,0
3605,99,1989,2,18,229550,17221,17543,17003,18788,16809,18640,18178,16970,15682,12140,10480,9944,10038,9762,7759,6165,3720,2708,0
3605,99,1990,1,18,229256,18077,18682,17960,19266,17078,18130,18490,17417,16687,13108,11178,9892,10114,8710,6284,4539,2417,1227,0
3605,99,1990,2,18,232932,17177,18068,16983,18537,17005,18447,18813,17345,16271,12676,10905,9850,10107,9840,7840,6346,3988,2734,0
3605,99,1991,1,18,231466,18252,18762,18154,18621,17599,17496,18771,17603,17324,13578,11597,9831,10026,8933,6503,4690,2449,1277,0
3605,99,1991,2,18,235336,17365,18066,17327,17807,17312,17815,19313,17699,16777,13222,11250,9846,10025,9866,8118,6516,4113,2899,0
3605,99,1992,1,18,232638,18029,18707,18282,18131,18038,16806,18921,17737,17248,14568,11930,9981,9883,9049,6645,4777,2582,1324,0
3605,99,1992,2,18,237188,17379,17989,17519,17250,17675,17294,19479,18021,16851,14109,11507,10025,9943,9787,8349,6650,4287,3074,0
3605,99,1993,1,18,233390,17956,18395,18477,17735,18014,16354,18698,17952,17255,15478,12164,10182,9767,9112,6959,4783,2688,1421,0
3605,99,1993,2,18,238269,17206,17884,17601,16884,17629,16943,19427,18263,16974,14983,11676,10235,9847,9715,8599,6707,4497,3199,0
3605,99,1994,1,18,233862,17895,18285,18482,17470,17669,16093,18441,18210,17320,15897,12520,10446,9715,9105,7281,4689,2845,1499,0
3605,99,1994,2,18,239077,16997,17674,17723,16772,17282,16593,19177,18527,17199,15562,12070,10418,9825,9601,8941,6622,4716,3378,0
