REGISTRY,ETHNIC_GROUP,YEAR,SEX,N_AGR,TOTAL,P0_4,P5_9,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_79,P80_84,P85,P_unk
15607,99,2000,2,16,190019,9082,11746,14052,7821,8328,12894,20485,21370,13683,17126,13973,9288,7318,8118,6350,8385,0,0,0
15607,99,2001,1,16,191158,9771,12157,13637,9190,8005,10310,19019,23572,14004,19134,14293,11316,8107,7737,5595,5311,0,0,0
15607,99,2001,2,16,190014,9201,11750,13357,9082,8461,10699,19825,23439,12159,17630,13879,10095,7168,8292,6342,8635,0,0,0
15607,99,2002,1,16,190939,9014,11839,12633,10502,8569,9025,18201,22782,14281,19718,15049,12147,8357,7758,5669,5395,0,0,0
15607,99,2002,2,16,189957,8495,11359,12336,10423,8897,9287,19055,22843,13389,17891,14465,11039,7161,8062,6427,8828,0,0,0
15607,99,2003,1,16,191248,8082,10971,12475,9238,9262,8778,16200,21557,16905,18764,15979,13346,8878,8006,6263,6544,0,0,0
15607,99,2003,2,16,192056,7727,10508,12250,9288,9794,9436,17563,22087,16259,16998,15431,12202,7595,7829,7098,9991,0,0,0
15607,99,2004,1,16,190020,6704,9950,12428,11093,7899,9117,14163,20601,19386,16445,17309,13974,9733,7796,6544,6878,0,0,0
15607,99,2004,2,16,190843,6166,9670,11962,11026,8441,9633,15518,21503,18818,15008,16306,13188,8306,7481,7383,10434,0,0,0
15607,99,2005,1,16,188955,6105,8980,12232,12734,7100,9005,11957,19517,22308,14371,18297,14423,10538,7426,6789,7173,0,0,0
15607,99,2005,2,16,190047,5700,8783,11704,12491,7707,9529,13105,20648,21940,13052,17137,13853,9149,6936,7559,10754,0,0,0
15607,99,2006,1,16,189910,6181,9485,12358,12387,7295,9058,13090,20110,20891,15459,17851,14244,10171,7634,6679,7017,0,0,0
15607,99,2006,2,16,190902,5753,9240,11858,12235,7812,9529,14301,21107,20438,14073,16772,13707,8755,7222,7497,10603,0,0,0
15607,99,2007,1,16,189650,5627,7865,11920,12079,7975,10130,9650,18499,23534,13734,19390,14677,11741,7859,7013,7957,0,0,0
15607,99,2007,2,16,191360,5225,7514,11476,11915,8584,10610,10812,19779,23621,12841,17829,14267,10590,7055,7659,11583,0,0,0
15630,99,1983,1,18,2771200,220900,218500,227600,267200,313000,293200,249100,175800,136800,149300,144200,123300,97700,73800,45700,22200,8900,4000,0
15630,99,1983,2,18,2573900,206500,201900,210300,250600,293400,264400,214000,142200,107700,123800,126400,115100,97600,80900,60700,40500,23200,14700,0
15630,99,1984,1,18,2791700,220500,217900,228000,254500,304900,303300,253400,193800,133200,147600,145200,127100,100200,75800,48900,23500,9600,4300,0
15630,99,1984,2,18,2606200,205700,201300,209500,237600,290100,277900,222400,161800,105500,122300,126500,118000,100100,82400,63200,41300,24700,15900,0
15630,99,1985,1,18,2815600,218600,217000,228800,244600,296700,310400,258300,210600,134200,145400,146600,129800,104100,77700,52500,25000,10700,4600,0
15630,99,1985,2,18,2640600,203500,201100,209300,226400,284300,289500,232400,180500,107000,120500,126400,120100,103700,83800,66200,42200,26400,17300,0
15630,99,1986,1,18,2844900,215900,217400,229200,237200,290000,315400,267000,224200,140600,141300,147600,132300,108100,79700,55600,26800,11700,4900,0
15630,99,1986,2,18,2679700,200600,201600,209000,217500,278500,298000,245000,196500,114100,117500,126900,121600,107600,85900,68800,43600,28400,18600,0
15630,99,1987,1,18,2870900,208300,220700,226200,229700,278300,317800,279700,236100,154100,137500,147200,136200,111500,82400,57600,29700,12300,5600,0
15630,99,1987,2,18,2709600,193400,204600,207400,210100,268300,303500,259400,210100,127400,113000,125800,123200,110300,88700,70300,45700,27900,20500,0
15630,99,1988,1,18,2892000,201300,223700,222400,225900,262900,316000,291200,244700,172700,134100,146300,138900,115300,85600,59200,32700,12800,6300,0
15630,99,1988,2,18,2735600,186200,208000,204200,207200,254700,307600,273700,220200,145000,108600,124000,124600,112400,91500,70800,48100,26900,21900,0
15630,99,1989,1,18,2916100,199400,225400,219500,226600,248300,312100,303100,251000,191900,131900,144300,140100,118200,88000,60500,35400,13500,6900,0
15630,99,1989,2,18,2770100,184600,209400,202200,209200,241100,308900,288200,229700,164500,106200,121500,124800,114100,93900,71900,50200,26700,23000,0
15630,99,1990,1,18,2922100,194900,221300,221100,226200,235000,302200,310200,256000,208500,132600,141500,139700,121200,90000,62200,37600,14600,7300,0
15630,99,1990,2,18,2782400,180800,204900,203300,208000,226900,305100,298000,238700,181900,107100,117900,123500,115200,95500,73300,52000,27200,23100,0
15630,99,1991,1,18,2938200,191700,213000,218400,217600,227600,294100,317600,265900,224100,140700,140200,140400,125100,93600,64500,39700,16500,7500,0
15630,99,1991,2,18,2813800,177500,196900,201200,200000,227400,303600,308800,250200,197000,114300,115000,123300,118000,98900,75500,53700,30300,22200,0
15630,99,1992,1,18,2947000,191500,206200,217900,212700,220500,282000,318900,276800,234100,153600,135400,140100,126600,97100,66700,41200,17400,8300,0
15630,99,1992,2,18,2853500,178600,193400,204100,195800,220500,296100,317500,265500,209800,127000,110900,122600,120100,102500,78300,56000,31000,23800,0
15630,99,1993,1,18,2982300,192700,200600,218400,209700,219900,270600,319900,291700,243500,172700,132200,140600,128000,101200,68800,43200,19200,9400,0
15630,99,1993,2,18,2918700,179600,190100,207200,196300,220700,292200,327200,284400,222200,144600,107300,121500,121200,106100,81600,58400,32800,25300,0
15630,99,1994,1,18,3039500,193800,199400,221100,215400,222800,260700,318100,306700,251100,193800,131000,139700,130500,105600,72100,45500,21900,10300,0
15630,99,1994,2,18,2995900,178400,188300,209000,199300,223300,289900,336600,303000,236000,165700,105400,120200,122200,109500,85400,60700,36100,26900,0
15630,99,1995,1,18,3084300,196500,198100,222500,218500,224500,251300,312200,317400,258300,212500,133300,137700,132200,109200,76200,48200,24300,11400,0
15630,99,1995,2,18,3071800,181100,186900,210000,202700,226100,287500,342400,319400,248200,186400,107500,118500,122600,112500,88900,63100,39100,28900,0
15630,99,1996,1,18,3220000,197200,200400,226000,229300,236700,249400,315100,333600,275600,236000,144600,140300,140600,118600,84400,52400,27100,12700,0
15630,99,1996,2,18,3215500,181300,187200,212000,216400,239000,289300,347800,336500,268800,212400,119700,118500,128100,119600,96200,68200,43400,31100,0
15630,99,1997,1,18,3235400,189300,202700,218400,233300,235600,246000,300000,336300,288100,243900,158700,137000,141100,122200,86800,55100,27000,13900,0
15630,99,1997,2,18,3253900,173900,187900,205800,224300,240200,288900,339400,342000,284000,224700,134600,113500,128100,121200,97700,70800,43800,33100,0
15630,99,1998,1,18,3249900,177200,207000,217000,237300,230800,245200,284800,334800,303900,249900,174700,132600,138800,126900,89900,57000,28300,13800,0
15630,99,1998,2,18,3293800,162500,192100,203600,227900,240500,289800,329000,352700,300500,235800,151600,107800,125300,122000,100700,73200,44400,34400,0
15630,99,1999,1,18,3264700,168200,209000,220900,237000,227400,243500,271100,331000,316400,256000,188200,133200,136500,129600,93100,59700,29300,14600,0
15630,99,1999,2,18,3341800,154100,193200,208900,225800,242200,287000,324000,361400,315300,245600,169800,107900,122900,122800,102000,76800,46200,35900,0
15630,99,2000,1,18,3276500,153400,208800,221900,236400,224700,242600,263200,323100,326900,260700,210400,132400,135800,129000,97800,61100,32000,16300,0
15630,99,2000,2,18,3388500,141300,192700,210000,222600,242100,290600,322100,366500,331900,253900,190800,109400,121600,122600,104600,78200,48900,38700,0
15630,99,2001,1,18,3282000,142000,205200,220900,229300,225100,240500,255900,312700,335400,270500,226700,136000,133900,128200,102300,63600,34200,19600,0
15630,99,2001,2,18,3432300,130800,191200,208400,216700,242800,283600,326400,370500,343300,269200,210300,116600,117100,121900,107900,80500,52100,43000,0
15630,99,2002,1,18,3279600,130300,200800,222600,224800,222700,236200,251600,301100,335200,283600,233900,149300,128900,128600,105100,67200,36500,21200,0
15630,99,2002,2,18,3464500,121400,188800,210100,213300,232300,274400,329100,368300,352400,286700,223400,133300,112500,123000,109600,84300,55100,46500,0
15630,99,2003,1,18,3259100,122800,191600,221100,219700,221800,228000,247000,283300,332900,297400,239100,163000,124500,127200,108700,70200,38700,22100,0
15630,99,2003,2,18,3471700,114500,180800,208800,210500,230100,263300,326300,354300,361900,302300,233000,150100,107300,122200,111200,86900,58400,49800,0
15630,99,2004,1,18,3266800,118300,182800,217000,221400,226000,223300,243900,270500,328900,309400,246000,177700,124000,126500,113200,73200,40900,23800,0
15630,99,2004,2,18,3516700,109400,172800,204900,214400,239700,262200,320200,344400,370300,317000,245000,168200,106800,121700,114700,89900,62100,53000,0
15630,99,2005,1,18,3264000,114400,171300,213100,220200,226400,220500,241800,256600,318400,319500,253900,198000,125200,126300,112700,77400,42600,25700,0
15630,99,2005,2,18,3549200,106700,161500,201900,214000,244500,266200,314600,334300,370800,328700,256000,190100,109900,119900,115600,92400,65100,57000,0
15630,99,2006,1,18,3270100,110400,162300,211300,222300,225600,223800,238800,248000,304400,323700,264000,214700,127600,125200,112400,82300,44800,28500,0
15630,99,2006,2,18,3587000,102600,151800,200800,213900,246800,278500,309600,331400,365300,335700,267600,207800,116300,116600,115900,96300,67900,62200,0
15630,99,2007,1,18,3283900,111300,152600,209900,226100,221300,226700,236700,243400,293100,320100,276400,222200,140800,122500,115400,86900,47800,30700,0
15630,99,2007,2,18,3632400,103200,141700,199800,214800,244000,287000,313100,331700,358600,337700,280800,219400,131700,112300,119700,98600,71700,66600,0
17001,99,1983,1,18,592715,69117,70652,66719,64019,64948,53983,44525,36947,29391,23368,20418,15632,12217,8162,5893,3560,1802,1362,0
17001,99,1983,2,18,666448,66645,69230,67839,80046,82120,65603,50722,43163,31421,26759,23483,17799,14276,10052,7345,4622,2818,2505,0
17001,99,1984,1,18,614680,70815,71970,67572,65812,68265,56914,46832,38826,30514,24379,21399,16503,12812,8626,6206,3846,1939,1450,0
17001,99,1984,2,18,690469,68135,70400,68590,81874,86012,69284,53384,45145,32458,27820,24651,18764,14965,10648,7721,4945,3015,2658,0
17001,99,1985,1,18,644447,73067,73706,68689,68198,72794,60931,49986,41392,32027,25747,22733,17700,13623,9264,6636,4249,2131,1574,0
17001,99,1985,2,18,723005,70106,71938,69572,84293,91307,74338,57025,47836,33845,29251,26244,20087,15905,11470,8235,5395,3289,2869,0
17001,99,1986,1,18,654616,73417,74075,69621,68476,73285,62313,51692,42514,33012,26358,23200,18011,14057,9562,6829,4363,2209,1622,0
17001,99,1986,2,18,734113,70533,72326,70581,84536,91611,75678,58899,49246,34962,29886,26726,20529,16433,11786,8486,5551,3407,2937,0
17001,99,1987,1,18,669426,73917,74600,70962,68871,73986,64323,54207,44153,34459,27249,23878,18462,14695,10002,7112,4531,2326,1693,0
17001,99,1987,2,18,750294,71141,72879,72035,84881,92045,77616,61658,51312,36607,30810,27424,21172,17212,12249,8854,5780,3581,3038,0
17001,99,1988,1,18,684771,74421,75131,72332,69270,74696,66403,56851,45861,35974,28172,24577,18926,15364,10463,7408,4706,2449,1767,0
17001,99,1988,2,18,767066,71757,73438,73523,85228,92481,79608,64554,53472,38334,31764,28143,21836,18029,12732,9240,6020,3765,3142,0
17001,99,1989,1,18,700587,74927,75664,73725,69670,75411,68545,59617,47630,37550,29124,25295,19399,16061,10943,7716,4887,2579,1844,0
17001,99,1989,2,18,784364,72376,74000,75038,85576,92918,81647,67577,55716,40138,32746,28878,22520,18884,13233,9641,6269,3958,3249,0
17001,99,1990,1,18,716936,75436,76201,75145,70073,76133,70755,62517,49467,39196,30108,26034,19885,16790,11446,8036,5075,2715,1924,0
17001,99,1990,2,18,802245,73001,74566,76584,85925,93358,83737,70741,58054,42026,33757,29632,23225,19778,13753,10060,6527,4161,3360,0
17001,99,1991,1,18,733838,75950,76742,76593,70477,76861,73037,65558,51375,40914,31125,26794,20382,17553,11972,8369,5270,2858,2008,0
17001,99,1991,2,18,820742,73631,75137,78161,86276,93799,85881,74054,60490,44003,34800,30406,23952,20715,14293,10497,6797,4375,3475,0
17001,99,1992,1,18,751366,76467,77288,78072,70885,77599,75400,68756,53362,42712,32180,27579,20894,18352,12524,8718,5473,3009,2096,0
17001,99,1992,2,18,839930,74268,75713,79776,86629,94244,88086,77532,63036,46079,35879,31203,24704,21699,14856,10954,7079,4599,3594,0
17001,99,1993,1,18,775326,77154,78012,80060,71426,78579,78621,73198,56091,45196,33621,28646,21586,19458,13288,9198,5753,3221,2218,0
17001,99,1993,2,18,866172,75114,76478,81949,87096,94832,91071,82353,66545,48958,37347,32282,25729,23064,15631,11586,7467,4913,3757,0
17001,99,1994,1,18,788144,77511,78389,81108,71707,79091,80342,75608,57557,46538,34391,29214,21953,20056,13701,9456,5903,3336,2283,0
17001,99,1994,2,18,880213,75555,76876,83096,87338,95137,92655,84964,68437,50517,38130,32854,26275,23803,16047,11926,7676,5083,3844,0
17001,99,1995,1,18,807487,78038,78945,82670,72121,79847,82933,79286,59777,48577,35553,30067,22502,20966,14331,9849,6130,3512,2383,0
17001,99,1995,2,18,901416,76207,77464,84808,87694,95587,95027,88943,71309,52894,39308,33713,27098,24931,16678,12444,7993,5343,3975,0
17001,99,1996,1,18,827561,78570,79507,84267,72539,80614,85615,83154,62089,50712,36758,30948,23067,21921,14991,10258,6366,3698,2487,0
17001,99,1996,2,18,923425,76867,78059,86560,88053,96040,97467,93120,74310,55389,40526,34596,27949,26115,17335,12986,8324,5618,4111,0
17001,99,1997,1,18,848278,79105,80071,85890,72958,81385,88376,87199,64484,52934,38000,31852,23644,22916,15680,10684,6611,3893,2596,0
17001,99,1997,2,18,946149,77530,78656,88343,88413,96494,99963,97481,77428,57995,41778,35500,28824,27352,18016,13551,8668,5906,4251,0
17001,99,1998,1,18,837697,80442,84217,86590,77861,81636,78537,72324,61079,52617,40457,33558,25565,21470,15772,11182,7526,4073,2791,0
17001,99,1998,2,18,937697,78022,82253,87234,90155,96372,90911,82102,72001,59060,46937,39496,31188,26253,19669,14794,10123,6255,4872,0
17001,99,1999,1,18,852073,81162,85605,88051,79308,82304,78519,72139,62200,54353,42088,34711,26505,21926,16359,11658,7970,4283,2932,0
17001,99,1999,2,18,954536,78658,83541,88405,90822,96704,90877,82049,73223,61472,49283,41234,32496,26989,20658,15586,10802,6586,5151,0
17001,99,2000,1,18,866889,81890,87019,89541,80786,82979,78501,71954,63345,56151,43789,35907,27482,22393,16971,12156,8442,4503,3080,0
17001,99,2000,2,18,972029,79300,84853,89596,91496,97038,90843,81995,74468,63991,51754,43053,33863,27748,21699,16423,11529,6935,5445,0
17001,99,2001,1,18,882082,82623,88452,91052,82288,83658,78484,71770,64507,58003,45554,37141,28493,22869,17603,12674,8941,4735,3235,0
17001,99,2001,2,18,990109,79946,86182,90799,92172,97372,90809,81942,75731,66605,54341,44947,35283,28525,22790,17303,12303,7303,5756,0
17001,99,2002,1,18,897698,83362,89909,92589,83817,84343,78466,71586,65691,59917,47390,38417,29541,23354,18259,13214,9468,4978,3397,0
17001,99,2002,2,18,1008852,80597,87531,92019,92854,97708,90775,81888,77016,69326,57058,46925,36762,29325,23936,18229,13129,7689,6085,0
17001,99,2003,1,18,925010,84361,91809,94622,86796,87397,79516,72096,67664,62758,50090,40273,31029,24078,19184,13999,10259,5368,3711,0
17001,99,2003,2,18,1035030,81465,89298,93662,93874,98290,90884,81927,78724,72935,60693,49563,38745,30417,25534,19546,14390,8336,6747,0
17001,99,2004,1,18,942994,85144,93370,96273,88565,88365,79609,71983,68991,64928,52200,41718,32217,24615,19928,14622,10892,5660,3914,0
17001,99,2004,2,18,1056211,82152,90742,94967,94605,98655,90865,81883,80106,76007,63821,51812,40422,31301,26864,20634,15401,8805,7169,0
17001,99,2005,1,18,961463,85933,94953,97949,90365,89341,79703,71871,70340,67166,54394,43212,33447,25163,20698,15270,11563,5967,4128,0
17001,99,2005,2,18,1078163,82844,92206,96286,95340,99021,90846,81840,81508,79200,67102,54157,42167,32209,28261,21779,16481,9300,7616,0
17001,99,2006,1,18,980463,86728,96562,99653,92201,90327,79796,71758,71715,69481,56679,44758,34723,25722,21497,15946,12274,6290,4353,0
17001,99,2006,2,18,1100954,83541,93692,97623,96080,99387,90826,81796,82934,82526,70551,56607,43987,33142,29729,22987,17635,9821,8090,0
17001,99,2007,1,18,1000036,87531,98199,101387,94075,91324,79889,71646,73117,71875,59060,46360,36049,26294,22328,16653,13029,6630,4590,0
17001,99,2007,2,18,1124648,84243,95203,98978,96826,99755,90807,81752,84385,85993,74177,59169,45885,34102,31274,24262,18871,10372,8594,0
18800,99,1980,1,16,1172426,161585,138292,147887,146379,126493,98885,73999,56233,47596,39885,35871,27676,21704,19244,13687,17010,0,0,0
18800,99,1980,2,16,1129638,154956,133247,139587,137232,118224,94481,72026,56102,47494,40326,35590,27662,21573,19161,13856,18121,0,0,0
18800,99,1981,1,16,1207919,168693,140758,145143,148461,132183,104845,78472,59171,49120,40888,37040,28974,22295,19635,14454,17787,0,0,0
18800,99,1981,2,16,1164155,161700,135478,137580,139422,123147,99873,76286,58766,48879,41430,36910,28939,22393,19707,14542,19103,0,0,0
18800,99,1982,1,16,1244020,174796,144464,142684,150142,137342,110934,83303,62584,50318,42325,37673,30584,23218,19932,15015,18706,0,0,0
18800,99,1982,2,16,1199136,167482,138853,135677,141424,127819,105062,80861,61861,50167,42750,37820,30416,23523,19993,15324,20104,0,0,0
18800,99,1983,1,16,1280288,179245,149375,141167,151429,141707,116808,88414,66507,51659,43965,38147,32338,24194,20085,15625,19623,0,0,0
18800,99,1983,2,16,1234244,171648,143395,135086,142384,132297,109942,85588,65335,51675,44256,38546,32104,24578,20207,16010,21193,0,0,0
18800,99,1984,1,16,1317603,183571,155760,140228,151390,145651,122450,93958,70359,53666,45806,38742,33714,25382,20007,16340,20579,0,0,0
18800,99,1984,2,16,1270214,175679,149323,134638,142367,136430,114831,90431,68850,53805,45968,39194,33621,25763,20205,16832,22277,0,0,0
18800,99,1985,1,16,1357173,189556,162951,140173,150334,148718,128014,99668,74372,56378,47460,39406,35061,26494,20092,16920,21576,0,0,0
18800,99,1985,2,16,1308692,181303,155998,134852,141780,139472,119850,95500,72659,56410,47525,40122,35020,26868,20459,17418,23456,0,0,0
18800,99,1986,1,16,1397953,195908,170301,142625,147521,150837,133706,105517,78716,59187,48889,40366,36139,27680,20587,17292,22682,0,0,0
18800,99,1986,2,16,1348199,187291,162864,137017,139712,141749,124776,100841,76859,58990,48879,41216,36231,28008,21158,17973,24635,0,0,0
18800,99,1987,1,16,1437424,200596,176608,146355,144942,152560,138789,111446,83333,62479,49984,41706,36720,29132,21414,17530,23830,0,0,0
18800,99,1987,2,16,1386523,191670,168784,140377,137769,143802,129465,105935,81345,62011,50123,42458,37090,29335,22178,18195,25986,0,0,0
18800,99,1988,1,16,1476427,204732,181348,151321,143360,153873,143040,117116,88209,66250,51210,43251,37132,30817,22216,17617,24935,0,0,0
18800,99,1988,2,16,1424466,195626,173123,144936,137158,144804,133880,110685,85942,65349,51544,43914,37812,30936,23106,18348,27303,0,0,0
18800,99,1989,1,16,1514917,208574,185646,157568,142129,153613,146815,122518,93484,69890,53111,44952,37621,32102,23297,17492,26105,0,0,0
18800,99,1989,2,16,1462103,199305,177117,150742,136493,144605,137875,115420,90589,68760,53574,45551,38439,32366,24179,18328,28760,0,0,0
18800,99,1990,1,16,1551855,209474,191250,164507,141662,152091,149617,127866,98952,73692,55694,46446,38236,33315,24271,17506,27276,0,0,0
18800,99,1990,2,16,1498665,200169,182454,157190,136298,143629,140699,120237,95462,72437,56069,47039,39309,33663,25327,18532,30151,0,0,0
18800,99,1991,1,16,1587716,207920,197177,171572,143696,148812,151424,133334,104694,77833,58384,47813,39097,34332,25461,17909,28258,0,0,0
18800,99,1991,2,16,1533933,198667,188167,163842,138090,141168,142689,124998,100637,76495,58549,48313,40392,34882,26340,19207,31497,0,0,0
18800,99,1992,1,16,1622740,207098,201391,177549,147020,145748,152767,138247,110511,82344,61591,48836,40270,34885,26842,18599,29042,0,0,0
18800,99,1992,2,16,1568529,197864,192239,169492,141088,138813,144402,129499,105638,80871,61476,49466,41582,35759,27648,20108,32584,0,0,0
18800,99,1993,1,16,1665268,207514,206022,182594,152829,144841,154438,142853,116536,87380,65428,50167,41838,35288,28408,19351,29781,0,0,0
18800,99,1993,2,16,1609752,198025,196564,174164,146401,138776,145760,134306,110665,85719,64905,51015,43013,36515,29237,21042,33645,0,0,0
18800,99,1994,1,16,1715260,207550,211535,188171,161227,145827,155590,147629,122740,93305,69348,52349,43687,35856,29632,20417,30397,0,0,0
18800,99,1994,2,16,1657312,197634,201457,179281,154115,139994,146903,139336,116193,90909,68691,53245,44791,37255,30675,22097,34736,0,0,0
18800,99,1995,1,16,1765036,207175,214416,195314,170218,147883,155935,151632,128946,99454,73510,55192,45402,36577,30856,21426,31100,0,0,0
18800,99,1995,2,16,1704833,197081,203731,185893,162443,142024,147617,143329,121891,96349,72754,55997,46411,38270,31953,23215,35875,0,0,0
18800,99,1996,1,16,1813352,207167,214722,202779,178965,152347,154621,154633,135281,105799,78113,58126,46971,37563,31870,22537,31858,0,0,0
18800,99,1996,2,16,1751278,196972,203631,192866,170656,145987,146948,146544,127563,102138,77240,58721,47880,39426,33221,24235,37250,0,0,0
18800,99,1997,1,16,1859971,206600,215623,208596,186251,157886,153603,157195,141026,112253,83046,61585,48260,38834,32497,23796,32920,0,0,0
18800,99,1997,2,16,1796529,196427,204079,198217,177615,151041,146429,149478,133002,107775,81989,61976,49224,40662,34216,25510,38889,0,0,0
18800,99,1998,1,16,1905873,205229,216721,213955,191801,164534,153642,159448,146002,118524,88253,65454,49702,40451,32979,25157,34021,0,0,0
18800,99,1998,2,16,1841114,195207,204791,203107,182790,157255,147311,151421,138261,113066,87045,65517,50848,42117,34959,27022,40397,0,0,0
18800,99,1999,1,16,1951830,204162,216517,219214,197131,172536,154352,160405,150607,124566,94073,69211,51792,42291,33428,26175,35370,0,0,0
18800,99,1999,2,16,1885828,194293,204285,207893,187760,164748,148383,152474,143184,118531,92132,69223,53073,43872,35605,28367,42005,0,0,0
18800,99,2000,1,16,1996371,203179,215704,221706,203757,180886,155942,160478,154412,130560,100018,73259,54482,43935,34124,27329,36600,0,0,0
18800,99,2000,2,16,1928956,193363,203443,209836,193900,172554,150013,152930,147001,124078,97476,73202,55795,45379,36658,29582,43746,0,0,0
18800,99,2001,1,16,2038548,201885,215160,221601,210624,188872,159859,158877,157204,136640,106163,77699,57274,45442,35013,28207,38028,0,0,0
18800,99,2001,2,16,1969719,192125,202884,209343,200265,180098,153461,151889,149952,129548,103128,77552,58439,46829,37791,30648,45767,0,0,0
18800,99,2002,1,16,2079962,200933,214107,222141,215936,195520,164954,157571,159625,142207,112417,82518,60579,46735,36197,28756,39766,0,0,0
18800,99,2002,2,16,2009588,191204,201915,209456,205072,186430,158024,151098,152624,134818,108566,82191,61537,48096,39043,31531,47983,0,0,0
18800,99,2003,1,16,2100839,194843,209885,220601,218602,198187,171776,156472,159649,144986,117236,87704,64115,48002,37723,29287,41771,0,0,0
18800,99,2003,2,16,2035411,185686,198895,208962,207875,187873,162703,149856,153729,140722,114218,87082,64869,49718,40344,32254,50625,0,0,0
18800,99,2004,1,16,2133102,191631,207743,219132,222712,201520,178008,157104,159921,149248,122889,92725,67903,49884,39367,29672,43643,0,0,0
18800,99,2004,2,16,2067176,182658,196967,207285,211878,191220,168396,150324,154008,144831,119479,91913,68625,51808,41804,32906,53074,0,0,0
18800,99,2005,1,16,2164807,187932,205805,217359,224208,206572,184604,158980,159265,152625,128414,98054,72078,52331,40782,30341,45457,0,0,0
18800,99,2005,2,16,2098672,179094,195281,205581,213064,196339,174606,151981,153374,148026,124884,96919,72681,54323,43177,33887,55455,0,0,0
18800,99,2006,1,16,2196093,184713,203638,216040,223218,212302,191019,162216,157960,155438,133806,103912,76114,55000,42136,31229,47352,0,0,0
18800,99,2006,2,16,2129978,176009,193320,204337,211925,201982,180887,154769,152050,150667,130213,102609,76520,56963,44557,35044,58126,0,0,0
18800,99,2007,1,16,2227538,183875,200458,214279,222908,216723,196075,166739,156706,157580,138929,109615,80654,58066,43514,32229,49188,0,0,0
18800,99,2007,2,16,2161601,175197,190407,202661,211419,206292,186145,158713,150789,152660,135369,107997,80937,60007,45848,36243,60917,0,0,0
19100,99,1988,1,18,2285276,143588,161383,169518,166909,162613,172740,185298,192203,176628,129464,150063,149183,126447,83278,43574,38517,24218,9652,0
19100,99,1988,2,18,2426982,136468,153314,161908,159381,157609,169648,180658,182888,168838,130385,154364,162219,152501,136188,76102,71125,49011,24375,0
19100,99,1989,1,18,2267919,152129,168523,166256,162170,166378,173775,189070,189246,150320,140855,152956,149804,113237,79616,37227,44637,22953,8767,0
19100,99,1989,2,18,2417053,144084,159187,158891,154763,160730,170221,182939,177944,145635,143015,159613,165514,149177,132513,63271,81118,46833,21605,0
19100,99,1990,1,18,2265774,156146,169479,165424,161350,168093,177001,192411,186194,140509,146822,155754,149026,107265,74337,40488,44950,22036,8489,0
19100,99,1990,2,18,2415107,147803,160406,158223,153958,162603,173425,184374,175128,137915,148664,162476,164723,148652,122360,68138,80351,45093,20815,0
19100,99,1991,1,18,2285276,143588,161383,169518,166909,162613,172740,185298,192203,176628,129464,150063,149183,126447,83278,43574,38517,24218,9652,0
19100,99,1991,2,18,2426982,136468,153314,161908,159381,157609,169648,180658,182888,168838,130385,154364,162219,152501,136188,76102,71125,49011,24375,0
19100,99,1992,1,18,2265099,141235,157596,165967,165428,161912,170167,181170,188534,175588,132905,149878,144531,125857,85664,46411,39046,23381,9829,0
19100,99,1992,2,18,2409585,134246,149759,158564,157982,156820,167101,177033,180320,168644,133515,154080,157546,151347,136805,79780,73062,48015,24966,0
19100,99,1993,1,18,2245876,138920,153898,162490,163960,161214,167632,177134,184934,174554,136437,149693,140023,125269,88118,49434,39583,22574,10009,0
19100,99,1993,2,18,2393020,132059,146287,155289,156595,156034,164592,173480,177787,168449,136719,153797,153007,150202,137425,83635,75052,47039,25572,0
19100,99,1994,1,18,2227616,136644,150287,159087,162505,160520,165135,173188,181404,173526,140062,149509,135656,124685,90642,52652,40127,21794,10193,0
19100,99,1994,2,18,2377299,129909,142895,152081,155220,155253,162121,169999,175290,168255,140001,153514,148599,149066,138048,87677,77096,46083,26192,0
19100,99,1995,1,18,2210316,134404,146761,155754,161063,159828,162675,169330,177940,172504,143785,149325,131426,124102,93239,56081,40678,21041,10380,0
19100,99,1995,2,18,2362421,127793,139581,148940,153858,154476,159687,166588,172828,168062,143361,153232,144318,147938,138674,91914,79196,45147,26828,0
19100,99,1996,1,18,2193985,132202,143317,152491,159634,159139,160252,165557,174543,171489,147606,149141,127327,123523,95910,59733,41237,20314,10570,0
19100,99,1996,2,18,2348383,125712,136345,145864,152507,153702,157289,163245,170401,167868,146802,152950,140161,146819,139302,96356,81353,44229,27478,0
19100,99,1997,1,18,2178630,130035,139955,149297,158217,158453,157864,161869,171211,170479,151529,148957,123356,122947,98658,63622,41804,19613,10764,0
19100,99,1997,2,18,2335198,123665,133183,142851,151169,152932,154928,159970,168008,167675,150326,152669,136123,145708,139934,101013,83569,43330,28145,0
19100,99,1998,1,18,2164258,127904,136671,146170,156814,157770,155513,158263,167942,169475,155556,148773,119509,122373,101485,67765,42378,18935,10962,0
19100,99,1998,2,18,2322863,121651,130095,139900,149842,152167,152602,156760,165649,167482,153934,152388,132202,144606,140568,105894,85845,42450,28828,0
19100,99,1999,1,18,2150876,125808,133464,143108,155422,157090,153196,154738,164736,168477,159690,148590,115782,121801,104392,72178,42960,18281,11163,0
19100,99,1999,2,18,2311381,119670,127079,137010,148526,151405,150311,153614,163322,167289,157628,152108,128393,143512,141205,111012,88183,41587,29527,0
